1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
5	0	5942	17	99	47	90	42	58	16	76	29	76	25	60	9	87	21	84	8	79	22	86	45	56	5	54	27	91	48	63	19	58	3	87	43	83	39	68	33	92	0	82	6	64	30	89	41	91	1	69	11	71	46	57	49	74	10	83	7	54	2	80	32	60	37	66	14	57	28	89	13	63	31	79	20	63	24	86	18	72	38	90	15	85	23	92	35	68	36	96	12	54	26	57	44	79	4	92	34	97	40	58
3	0	5681	42	80	12	95	13	69	31	79	40	89	25	78	0	75	24	68	36	72	9	56	37	60	27	74	23	64	46	90	33	61	21	81	4	99	18	68	48	60	1	75	2	87	17	78	11	79	15	57	30	83	32	74	20	76	3	74	28	75	26	94	47	82	38	59	8	98	19	66	35	64	44	69	43	84	34	87	22	92	5	91	16	92	29	71	7	64	14	91	45	98	6	93	39	95	10	96	49	88	41	57
5	0	6672	39	73	45	65	30	80	44	75	32	79	14	76	46	91	49	90	20	60	15	66	3	84	0	75	19	68	6	86	28	52	42	74	5	63	40	77	2	60	8	84	26	75	16	53	7	50	41	81	23	91	47	64	38	57	29	67	11	51	35	62	48	88	13	74	37	98	12	95	24	90	27	54	9	96	31	51	4	88	43	76	18	95	36	84	21	98	33	73	17	85	1	56	22	67	10	84	34	99	25	73
3	0	6023	35	67	17	67	18	61	37	55	28	53	29	89	15	68	22	91	20	79	48	53	13	89	32	86	1	72	41	97	31	94	40	74	21	61	36	65	25	98	0	63	42	61	11	58	45	87	5	70	23	78	3	87	4	93	14	70	38	88	43	53	8	71	24	76	47	52	2	92	27	63	39	61	46	57	19	50	26	85	30	97	9	53	7	74	16	51	44	51	49	50	6	72	12	86	33	56	34	70	10	68
6	0	6799	25	53	24	82	30	82	23	61	7	67	0	81	10	55	42	75	28	89	33	82	34	61	38	50	45	67	49	90	1	70	26	87	41	80	5	89	17	85	27	67	22	80	44	55	3	78	15	86	48	63	18	75	35	91	16	69	40	56	39	76	37	93	2	87	20	91	36	59	12	87	6	54	8	58	46	83	43	66	9	55	13	56	19	86	21	82	31	67	32	76	47	63	4	56	11	84	29	90	14	66
2	0	7448	34	88	40	53	38	92	49	82	30	84	29	71	4	51	2	74	24	72	28	50	36	52	23	50	26	71	16	51	33	72	6	71	3	99	35	96	20	74	31	83	32	99	10	58	37	60	8	60	27	61	43	89	14	56	5	71	48	56	0	73	42	88	41	61	25	60	13	59	45	82	21	99	17	77	44	90	15	50	22	89	11	72	7	56	1	92	47	64	12	96	19	82	18	60	39	95	9	75	46	94
6	0	6414	35	64	23	94	25	51	43	64	42	92	19	53	20	84	27	84	33	59	41	68	26	75	18	83	2	77	16	84	32	84	38	69	29	84	36	79	13	89	34	93	3	69	10	57	8	71	0	84	9	63	45	83	6	53	11	84	5	99	48	52	44	53	15	95	47	80	31	66	22	97	12	89	39	59	49	84	28	65	14	58	46	86	7	98	24	79	21	67	37	79	40	73	1	77	4	61	30	62	17	53
6	0	5852	20	78	6	82	15	98	32	58	7	58	21	50	5	77	43	72	11	67	14	54	38	64	36	94	42	85	10	64	16	74	48	63	25	75	49	51	8	53	37	76	33	96	17	94	39	75	22	74	19	57	46	81	47	89	23	70	30	73	9	94	24	54	45	69	44	92	13	95	34	88	40	91	31	66	28	77	35	72	26	98	2	73	1	70	27	87	41	51	29	86	18	69	4	74	0	77	12	65	3	76
5	0	5803	24	82	1	92	38	60	32	61	40	77	3	61	44	97	35	93	33	86	17	69	0	59	11	76	15	97	28	61	12	79	41	72	36	80	34	92	47	57	9	73	49	80	14	66	39	67	48	60	43	62	29	52	2	58	19	94	4	96	27	99	45	53	31	97	22	62	25	85	26	87	10	77	7	73	5	50	13	92	23	57	8	56	16	83	6	81	20	56	30	92	37	72	18	82	21	80	46	70	42	89
3	0	6543	7	62	35	64	17	83	29	56	19	52	21	70	9	93	18	84	13	86	42	86	47	83	30	94	26	75	37	70	23	96	46	68	41	51	43	90	11	93	32	72	16	67	6	78	2	61	40	88	20	50	24	70	1	55	48	54	28	69	45	87	8	92	34	60	49	93	38	85	10	68	0	71	4	51	33	73	44	68	36	50	5	89	14	96	15	51	3	59	12	91	25	96	22	81	31	95	27	80	39	99
7	0	6539	29	52	10	60	26	58	18	64	23	83	41	78	24	84	6	86	15	80	19	90	1	87	28	78	47	92	7	97	32	73	38	63	39	95	20	82	45	82	21	93	36	52	3	92	40	56	11	57	43	67	12	69	22	52	30	69	48	53	9	94	2	59	31	53	17	96	46	71	34	94	35	87	16	52	33	58	42	73	5	89	25	54	13	64	37	99	4	69	27	95	49	61	0	77	14	56	44	58	8	70
7	0	6782	37	79	7	84	39	57	27	63	46	94	24	55	30	73	3	88	14	54	29	60	40	75	26	72	4	97	6	52	15	67	32	81	41	81	38	84	31	96	49	75	47	76	17	75	42	63	10	72	8	60	21	77	1	65	18	67	0	70	2	53	12	81	11	54	34	78	48	69	35	95	13	60	36	93	25	74	20	73	44	93	33	68	23	76	43	90	45	76	28	68	19	54	5	57	22	82	9	54	16	53
8	0	5771	7	86	39	75	46	57	9	61	21	56	18	58	33	73	5	64	25	87	30	64	2	53	6	92	43	66	28	69	44	91	14	54	16	50	19	77	23	90	34	57	17	88	49	77	48	85	1	93	0	78	29	71	35	54	26	65	11	52	47	97	38	90	8	52	31	98	40	70	45	74	42	74	12	92	4	57	3	74	37	74	15	60	32	61	22	77	13	90	10	84	20	71	36	97	41	88	24	67	27	97
1	0	7226	30	55	33	89	11	93	5	89	16	99	23	50	20	67	14	83	45	50	48	75	1	54	6	76	44	96	37	70	42	83	2	95	38	66	39	80	40	91	28	68	18	98	10	87	8	86	43	83	22	91	41	57	3	73	26	57	35	98	21	89	29	76	19	98	49	86	9	82	31	56	12	97	32	59	25	97	24	85	4	70	27	63	36	99	15	96	34	63	7	84	13	83	47	72	17	69	46	88	0	82
7	0	6478	4	71	22	64	27	58	29	64	30	96	19	92	1	71	31	62	41	79	7	56	17	99	36	66	44	75	25	87	18	58	24	63	3	66	34	62	28	94	6	95	16	55	42	87	11	64	39	55	33	57	2	73	46	63	35	93	15	68	20	64	45	77	26	65	12	63	43	82	32	81	0	84	47	69	5	61	38	80	14	52	10	52	23	78	37	65	8	99	49	76	40	77	13	89	48	68	21	60	9	96
1	0	6785	20	63	2	78	35	76	49	59	17	60	46	77	43	84	4	81	42	92	31	95	8	74	11	77	22	67	48	98	16	83	12	52	24	67	1	51	10	88	36	82	34	98	5	77	29	81	28	84	41	98	3	68	37	99	23	63	14	85	38	80	26	68	25	90	44	94	30	92	27	86	47	89	15	84	33	78	19	88	6	92	18	71	0	68	39	91	40	50	32	96	7	59	13	53	45	80	21	84	9	91
5	0	6872	31	63	4	56	23	89	18	54	38	55	20	99	0	71	17	51	29	70	41	94	21	72	25	93	48	64	36	53	40	53	8	51	39	57	19	75	28	52	11	81	27	77	33	84	1	93	13	81	16	79	49	63	2	97	3	57	22	69	42	86	14	58	47	52	12	81	15	87	46	82	32	92	44	82	24	68	5	93	30	50	9	62	34	88	35	85	26	52	43	68	37	96	10	72	7	61	45	99	6	84
3	0	7107	38	84	5	78	48	61	14	99	18	87	0	90	39	80	33	87	21	55	1	63	42	95	16	55	3	66	43	88	30	82	49	69	41	82	4	96	32	92	20	53	12	51	22	70	19	91	9	96	27	61	7	97	35	73	26	97	17	69	29	97	28	80	2	72	34	52	31	70	47	77	23	69	6	75	25	62	40	51	15	58	45	73	13	71	44	83	46	82	10	52	24	80	8	85	37	89	36	58	11	83
2	0	5569	40	60	0	97	5	99	37	52	31	51	47	80	17	73	42	65	48	80	33	71	4	73	46	97	6	96	16	83	36	61	21	66	27	56	20	94	14	93	25	75	44	72	30	79	19	62	35	67	34	99	22	70	13	65	1	50	23	57	38	96	12	50	10	85	41	99	2	81	43	95	45	56	8	55	28	75	24	96	15	70	39	68	9	92	11	85	29	82	32	73	7	58	26	68	49	69	3	91	18	51
7	0	6068	49	96	28	89	40	65	5	92	35	62	6	57	32	50	13	77	21	82	47	98	10	98	19	98	43	64	22	91	11	83	36	89	25	87	41	51	31	85	34	92	24	67	27	54	17	87	37	61	1	83	42	63	3	77	23	73	33	57	18	83	48	71	9	96	20	82	16	66	0	97	30	59	8	68	7	63	15	82	12	77	39	61	14	85	29	73	46	51	44	72	45	84	38	95	26	65	2	94	4	72
2	0	6992	20	78	1	97	4	59	31	91	29	80	8	57	36	77	0	50	30	64	45	97	19	60	23	98	7	79	25	72	9	71	33	94	39	86	18	82	37	96	27	53	6	71	44	67	14	95	5	94	13	71	46	85	48	93	17	82	26	90	35	95	42	67	41	77	15	65	10	62	28	83	49	62	16	95	12	57	21	73	43	90	32	56	47	81	38	55	34	81	3	82	40	57	22	60	2	52	11	54	24	60
8	0	5752	23	79	49	59	9	69	8	60	30	53	17	54	2	62	1	85	21	80	35	61	38	51	18	90	42	87	13	63	24	55	0	65	32	92	40	59	31	55	3	64	15	82	37	53	12	80	34	70	36	70	28	73	48	86	14	57	43	84	25	81	19	53	41	68	39	69	47	85	16	73	7	85	26	60	27	75	44	95	5	61	11	95	46	79	6	83	10	58	45	56	4	67	29	88	20	71	22	99	33	52
9	0	6017	35	63	27	84	48	50	47	71	29	79	16	90	39	85	26	92	24	61	13	69	19	88	11	73	14	94	15	71	22	69	32	68	17	50	20	86	10	80	46	82	4	66	3	80	45	85	41	65	18	70	12	84	6	70	37	69	9	61	31	56	36	83	34	56	2	97	0	50	23	68	21	59	42	69	38	63	1	81	28	90	33	53	5	60	7	59	8	50	44	72	40	76	30	82	25	61	43	65	49	92
8	0	6509	29	80	44	90	25	58	37	94	1	93	18	65	2	72	17	98	3	52	5	55	19	75	42	86	33	55	46	60	16	84	20	62	31	69	15	55	21	80	40	64	13	65	47	84	26	71	43	81	41	73	23	93	32	93	6	59	48	51	36	55	30	93	24	50	14	79	4	70	35	61	22	53	38	95	39	98	0	72	34	57	45	91	8	73	10	78	28	99	27	59	12	55	9	51	7	63	11	76	49	88
7	0	7232	36	96	20	81	6	52	34	89	7	81	42	92	43	77	38	51	25	96	41	51	40	98	3	81	15	62	23	55	1	54	10	61	4	99	16	63	37	55	11	94	45	77	49	68	9	75	32	99	33	99	21	70	18	98	44	72	19	64	47	63	8	64	39	88	27	92	24	66	17	66	14	51	28	85	29	98	46	91	0	82	13	95	2	51	48	90	12	99	5	59	22	60	26	77	31	96	30	57	35	68
2	0	6403	42	97	9	63	41	60	37	60	19	66	22	68	36	73	31	91	26	63	43	82	38	54	12	91	28	52	1	82	24	86	11	73	17	82	23	51	18	91	14	74	8	98	33	74	16	76	4	85	7	67	44	68	0	99	20	73	3	84	32	60	48	55	30	99	34	72	46	84	40	53	27	50	35	73	47	84	13	82	45	75	10	59	39	82	6	83	5	56	2	75	21	55	29	51	49	77	25	95	15	86
1	0	6677	24	52	31	68	9	62	35	86	49	77	48	97	32	96	40	80	45	95	36	62	0	60	22	79	6	71	42	56	10	93	30	74	41	80	43	98	20	56	19	74	11	86	14	92	37	62	12	57	46	76	7	61	16	75	15	72	25	64	13	93	3	58	44	77	2	57	21	69	28	99	29	94	5	87	8	62	26	88	18	57	33	50	27	58	4	90	1	58	23	92	38	96	34	71	39	79	47	97	17	86
7	0	5507	29	80	24	59	28	54	10	97	1	80	5	54	33	59	27	71	47	65	26	63	37	78	17	53	32	64	7	94	8	96	22	78	3	57	9	65	46	90	34	78	18	83	20	50	31	86	40	63	35	69	14	82	4	72	2	50	15	87	44	70	6	92	12	75	16	50	49	70	11	65	25	57	0	57	38	70	30	50	19	71	48	70	36	93	13	55	45	92	21	60	43	52	39	82	23	71	41	55	42	81
2	0	5969	17	82	11	60	14	76	30	92	35	96	47	94	22	54	40	55	4	54	24	60	32	60	31	86	39	58	7	59	1	78	6	78	41	98	13	87	12	75	19	52	29	99	9	95	33	70	18	99	42	68	26	84	34	54	25	56	16	51	21	53	0	61	49	77	48	56	27	65	15	95	37	97	5	94	2	92	8	73	38	68	3	63	23	61	28	67	45	82	44	88	10	82	43	98	36	59	46	50	20	72
7	0	6416	49	72	7	62	40	85	22	98	26	65	18	77	48	64	43	99	11	79	33	73	14	74	21	88	45	62	2	75	8	72	30	80	5	73	17	96	13	64	42	58	44	72	46	56	36	51	3	84	37	71	20	72	0	63	9	61	32	84	12	84	27	85	23	53	39	88	34	83	19	96	24	54	10	80	38	50	28	93	1	79	25	58	4	51	35	60	6	58	41	83	47	87	15	53	29	54	31	93	16	97
9	0	6381	35	97	37	91	16	90	28	61	25	90	47	66	43	96	14	61	20	76	42	62	30	73	38	90	15	67	21	63	27	58	29	94	32	73	4	96	33	99	9	79	18	95	2	62	11	99	1	76	13	96	17	62	22	71	5	97	31	79	19	56	45	77	26	54	0	93	24	71	40	66	34	81	10	61	8	66	41	66	3	78	36	75	46	65	6	94	23	62	48	75	44	93	39	94	7	95	49	99	12	56
1	0	6167	29	91	43	95	35	77	22	70	11	71	2	94	19	74	21	64	45	63	34	71	33	55	15	54	13	57	0	66	25	77	36	79	16	62	38	95	12	53	39	99	20	96	8	65	17	80	27	82	46	68	7	52	10	77	14	55	3	59	42	85	32	95	9	74	37	64	23	56	49	60	4	78	41	98	40	83	1	53	48	65	6	71	47	70	44	71	28	64	26	68	5	99	24	82	30	91	18	91	31	95
3	0	7216	7	90	8	74	33	89	29	85	19	53	41	54	28	98	34	81	12	94	40	51	0	87	36	79	13	99	42	67	26	54	1	82	5	94	27	68	20	74	35	93	39	61	25	85	22	50	49	96	47	95	15	62	37	61	9	56	11	89	38	69	17	60	48	88	10	91	16	84	24	56	44	82	14	80	31	93	46	92	45	88	21	91	23	74	43	88	6	52	30	73	4	63	18	89	2	98	32	67	3	71
4	0	6429	18	53	15	97	26	56	21	70	17	64	20	86	41	97	37	85	30	92	8	67	1	87	4	57	23	58	45	66	5	88	2	82	25	50	11	96	48	82	12	94	14	96	47	93	6	66	31	70	27	62	10	66	38	51	3	80	44	68	13	63	40	80	33	72	24	64	35	88	49	56	34	64	0	61	36	86	7	84	29	99	22	65	16	88	9	89	43	88	32	71	39	64	19	62	42	91	28	89	46	58
1	0	6314	9	88	12	57	34	97	16	81	49	65	4	85	13	81	5	70	29	66	3	95	45	54	35	81	15	55	39	63	6	55	32	56	48	65	43	67	37	93	18	91	28	59	41	81	21	98	30	56	11	70	46	81	8	50	14	50	33	52	42	80	0	80	31	56	24	80	36	94	10	78	1	88	23	89	40	58	2	68	44	92	38	89	47	82	17	84	20	67	22	87	19	82	7	80	25	79	26	50	27	68
3	0	5674	12	68	2	77	22	57	25	68	19	86	27	84	16	58	29	74	3	71	32	95	10	94	6	72	28	93	43	68	34	60	31	64	15	58	46	76	8	70	45	55	30	97	5	63	35	70	23	76	42	89	24	92	49	51	40	76	36	58	21	76	39	55	9	90	17	89	7	90	13	65	48	75	20	81	41	96	38	85	44	60	11	96	37	99	33	61	47	87	0	74	4	51	1	94	18	70	14	67	26	74
7	0	5807	13	57	2	93	27	83	14	94	29	98	5	66	40	78	17	68	48	85	41	92	49	62	6	89	26	92	3	50	12	69	42	68	45	63	32	92	36	51	46	51	44	61	34	71	37	74	47	60	21	56	8	68	33	85	39	92	18	91	25	99	7	68	22	70	0	72	1	73	10	58	20	62	28	93	24	87	35	61	30	85	38	71	15	68	4	51	9	93	31	81	23	85	16	93	43	65	11	66	19	57
5	0	6119	48	50	21	87	16	90	22	72	29	60	34	98	43	57	8	75	37	85	14	72	33	92	30	66	19	64	4	88	23	70	26	99	13	87	24	71	20	58	27	89	1	61	5	99	15	69	45	84	39	68	18	83	11	84	28	91	7	64	46	79	47	94	17	65	41	85	12	89	0	67	38	73	32	74	9	67	6	83	3	62	49	62	36	95	25	51	10	79	35	54	31	86	2	78	40	58	42	80	44	72
9	0	6587	29	97	36	73	16	90	9	96	37	74	42	95	7	78	13	68	15	60	22	55	26	63	24	86	18	83	33	71	14	69	23	90	11	77	32	93	31	57	5	97	0	70	8	74	48	90	35	91	39	60	47	88	44	74	34	90	28	57	38	70	4	57	12	96	21	54	43	75	1	82	27	90	25	78	19	65	3	83	6	50	40	92	46	97	10	56	17	76	2	76	49	56	45	61	20	96	30	76	41	54
5	0	5996	17	54	1	85	24	97	44	55	6	74	21	65	33	60	32	54	49	74	47	53	8	54	3	57	14	51	31	63	16	96	34	91	13	51	41	81	27	64	23	73	48	69	10	99	38	94	0	84	40	70	28	81	11	65	26	86	42	91	7	59	46	58	30	88	19	52	5	51	45	55	35	85	25	54	29	66	12	90	43	56	18	50	22	62	39	94	20	57	4	57	37	63	36	84	9	59	2	70	15	52
5	0	6195	15	92	1	91	14	85	43	72	2	59	47	94	38	97	40	89	16	86	12	60	34	89	5	72	29	84	44	72	17	87	6	88	23	84	39	73	26	77	35	99	21	85	33	61	45	76	7	79	22	56	27	84	31	95	11	50	9	95	32	89	28	94	0	72	20	63	18	50	13	79	30	91	25	89	46	50	3	88	42	72	49	79	10	89	36	86	8	85	4	76	19	52	24	71	48	87	37	75	41	88
5	0	6778	15	77	10	64	27	69	48	97	22	89	6	70	24	71	33	65	34	81	45	59	13	76	23	84	21	92	3	50	5	85	2	55	47	91	38	51	16	60	19	57	4	79	12	57	20	84	18	54	7	71	25	92	43	60	49	76	42	94	41	75	46	97	44	53	8	55	32	82	37	73	31	61	29	66	28	74	14	79	11	70	1	74	30	63	40	55	36	67	35	87	39	50	17	88	0	94	26	60	9	69
1	0	6922	33	54	35	58	9	88	36	92	27	84	1	83	22	85	28	72	2	63	7	79	46	65	39	57	10	73	37	58	3	79	4	85	42	57	38	57	11	90	13	84	17	79	48	73	40	56	5	59	49	89	44	67	23	72	19	98	15	64	8	80	12	71	29	61	16	51	0	66	45	60	6	99	43	75	34	94	31	98	14	51	18	89	26	61	47	64	24	51	41	78	30	80	32	78	20	56	21	88	25	80
1	0	6760	42	93	39	99	21	99	6	62	30	84	13	63	15	53	9	64	16	79	22	70	27	90	37	66	4	62	17	73	33	70	31	97	29	69	8	65	14	67	46	77	41	78	34	69	5	54	26	57	36	71	38	83	3	73	7	94	45	65	2	62	10	53	35	94	23	87	18	88	43	73	28	71	32	57	20	92	19	63	48	76	12	61	49	51	11	91	0	79	40	82	44	52	24	77	47	54	25	94	1	75
8	0	5904	26	85	31	65	45	86	40	82	21	88	10	66	28	83	7	52	16	86	46	88	17	79	6	98	23	70	39	88	34	61	37	68	35	90	43	64	5	59	24	77	2	89	44	64	18	54	8	90	22	85	29	63	4	71	41	98	25	96	33	61	15	78	11	91	1	87	13	93	14	90	12	71	30	86	27	50	0	75	20	83	48	55	49	53	47	91	36	89	3	77	9	75	38	66	19	94	32	74	42	59
3	0	5694	46	62	34	82	36	85	32	77	29	75	35	56	6	81	16	77	24	61	2	84	26	51	28	51	25	65	13	93	33	56	4	70	19	55	48	65	22	92	42	69	44	60	9	65	49	95	0	57	43	66	3	50	37	72	40	93	47	52	39	84	45	71	17	90	1	57	18	92	12	54	20	72	10	70	5	97	30	58	14	94	41	55	11	59	15	70	38	75	23	90	31	79	21	56	27	59	7	77	8	55
7	0	5578	27	98	35	75	36	81	14	77	26	95	45	88	9	71	29	78	3	54	39	84	18	59	11	54	8	68	44	55	22	66	2	99	23	89	40	70	34	86	48	69	28	55	38	64	13	67	4	97	0	67	43	51	5	98	19	53	30	98	25	99	16	58	41	72	33	95	24	93	21	68	12	87	1	73	17	57	37	66	20	64	32	63	6	75	15	67	7	64	46	76	47	88	42	56	10	71	31	50	49	54
8	0	6189	15	75	6	86	9	61	25	58	22	64	5	50	3	94	2	77	21	75	20	89	38	60	40	98	30	70	47	52	37	84	24	91	18	53	16	76	44	88	45	98	49	54	32	85	10	89	41	60	46	98	17	84	12	90	1	85	19	71	36	75	11	82	8	61	31	94	34	52	29	55	27	60	39	52	33	66	13	73	14	76	35	57	48	78	26	61	42	61	43	79	4	79	7	77	0	96	28	89	23	89
3	0	6872	29	51	42	52	7	72	17	59	45	71	30	64	5	50	44	72	27	95	13	52	26	81	23	96	24	97	28	64	49	78	15	61	9	97	41	90	20	50	43	66	18	90	0	72	14	91	48	91	31	96	8	75	21	79	36	57	46	67	37	85	33	50	32	70	40	75	25	82	10	61	38	79	4	75	1	53	11	74	12	52	19	57	2	50	39	93	3	53	34	86	16	57	22	58	47	71	35	80	6	55
7	0	7108	0	61	29	95	40	96	44	66	12	98	7	97	6	84	24	71	19	91	25	61	1	93	45	50	16	73	48	96	37	88	13	75	23	92	4	70	20	93	34	98	9	54	47	76	3	59	22	72	36	63	15	99	21	84	33	72	32	53	2	58	14	51	28	79	42	78	41	99	11	53	49	55	31	98	10	80	17	93	43	96	46	67	30	75	35	50	26	71	39	54	27	72	38	52	5	96	18	89	8	75
2	0	6976	45	57	19	89	6	66	20	60	18	74	30	50	7	93	13	90	44	59	1	54	42	92	37	81	17	98	16	53	5	54	31	72	24	85	41	74	26	77	46	80	25	84	40	50	23	78	38	86	28	90	34	85	15	52	8	99	9	57	48	86	49	87	47	57	10	74	29	93	22	88	32	71	12	57	21	69	43	99	11	59	0	66	14	61	39	79	35	81	33	97	27	77	4	91	3	77	36	68	2	83
7	0	5511	38	61	1	57	20	93	33	81	18	96	43	72	45	87	2	56	24	61	7	62	23	66	48	65	8	75	46	52	9	51	21	70	35	60	13	72	11	79	40	98	42	59	26	93	5	73	49	90	31	65	41	57	16	97	17	61	29	94	28	87	12	85	0	71	25	96	44	69	15	73	14	90	30	66	19	63	27	75	39	73	37	72	36	97	10	81	32	78	4	53	47	85	22	87	3	63	34	84	6	79
7	0	6953	4	90	33	79	32	56	44	93	20	74	35	97	11	68	8	61	23	59	47	95	10	72	19	53	29	57	14	87	13	56	22	61	6	94	41	56	38	98	5	52	45	97	46	72	17	94	24	71	40	85	3	70	34	87	1	77	49	75	2	72	12	51	30	75	48	94	15	67	18	89	16	69	31	86	27	81	36	94	39	76	0	77	37	95	42	76	9	61	21	63	25	94	26	64	43	98	7	78	28	64
9	0	6561	10	93	46	84	30	54	6	92	3	78	45	56	44	85	32	80	17	64	31	87	5	98	11	89	36	99	25	90	33	65	14	90	20	52	37	88	47	83	38	87	2	55	0	95	41	92	35	85	26	82	4	64	12	94	24	65	1	67	19	89	40	56	21	67	16	89	39	76	8	86	7	65	22	86	48	84	42	69	23	53	9	50	34	94	27	55	49	98	43	71	18	94	13	75	28	64	15	92	29	64
7	0	5900	47	58	27	60	22	64	42	59	8	81	26	94	7	88	46	62	13	94	11	52	23	85	24	89	21	83	43	79	15	96	1	71	32	86	49	85	40	57	38	84	10	67	18	71	48	92	0	54	9	75	16	76	12	58	2	59	45	89	35	97	5	62	39	50	37	53	30	61	44	55	14	55	6	89	17	68	36	77	34	95	28	58	19	63	29	80	41	78	4	88	31	88	20	74	33	85	3	69	25	85
2	0	6092	28	94	27	99	35	78	8	56	26	75	39	78	17	90	24	75	7	93	45	71	34	55	0	51	6	56	16	96	3	74	32	51	31	74	23	99	22	58	43	58	37	55	40	83	41	93	36	77	42	98	9	92	4	79	46	58	15	53	33	56	20	52	14	82	19	62	21	84	1	88	44	86	25	76	29	76	10	75	48	70	5	74	49	87	38	81	2	96	47	82	13	81	18	63	30	64	11	94	12	51
